index,date,price
904,6/22/2015,17.04000092
905,6/23/2015,17.60000038
906,6/24/2015,17.61000061
907,6/25/2015,17.61000061
908,6/26/2015,19.29999924
909,6/29/2015,19.29999924
910,6/30/2015,17.69000053
911,7/1/2015,17.80999947
912,7/2/2015,17.85000038
913,7/6/2015,17.11000061
914,7/7/2015,16.57999992
915,7/8/2015,16.88999939
916,7/9/2015,17.20000076
917,7/10/2015,17.09000015
918,7/13/2015,17.20000076
919,7/14/2015,17.15999985
920,7/15/2015,17.15999985
921,7/16/2015,17
922,7/17/2015,16.85000038
923,7/20/2015,16.62000084
924,7/21/2015,16.65999985
925,7/22/2015,16.39999962
926,7/23/2015,16.10000038
927,7/24/2015,16.10000038
928,7/27/2015,15.89999962
929,7/28/2015,16.23999977
930,7/29/2015,16.14999962
931,7/30/2015,16.14999962
932,7/31/2015,16.14999962
933,8/3/2015,15.85000038
934,8/4/2015,15.85000038
935,8/5/2015,15.77000046
936,8/6/2015,15.85999966
937,8/7/2015,15.72999954
938,8/10/2015,15.72999954
939,8/11/2015,15.77999973
940,8/12/2015,15.85000038
941,8/13/2015,15.85000038
